,,,CAVAN BIGGIO,0.38,,0.47,STEPHEN PISCOTTY
,,,BRADLEY ZIMMER,0.44,,0.41,CRISTIAN PACHE



,,,CHW,4.43,,3.98,TBR
,,,,,xR Against
,,,DYLAN CEASE,3.5,,4.08,DREW RASMUSSEN
,,,,CHW BULLPEN + DEFENSE,,TBR BULLPEN + DEFENSE
,,,CHW LINEUP,,xR Added,,TBR LINEUP
,,,TIM ANDERSON,0.58,,0.77,BRANDON LOWE
,,,LUIS ROBERT,0.8,,0.5,WANDER FRANCO
,,,JOSE ABREU,0.48,,0.56,JI-MAN CHOI
,,,YASMANI GRANDAL,0.67,,0.5,RANDY AROZARENA
,,,ELOY JIMENEZ,0.46,,0.46,JOSH LOWE
,,,GAVIN SHEETS,0.58,,0.45,FRANCISCO MEJIA
,,,LEURY GARCIA,0.44,,0.35,KEVIN KIERMAIER
,,,JOSH HARRISON,0.4,,0.28,TAYLOR WALLS
,,,REESE MCGUIRE,0.28,,0.44,BRETT PHILLIPS



,,,CLE,4.65,,5.38,SFG
,,,,,xR Against
,,,ZACH PLESAC,5.7,,5.01,CARLOS RODON
,,,,CLE BULLPEN + DEFENSE,,SFG BULLPEN + DEFENSE
,,,CLE LINEUP,,xR Added,,SFG LINEUP
,,,MYLES STRAW,0.31,,0.63,MIKE YASTRZEMSKI
,,,AMED ROSARIO,0.38,,0.82,BRANDON BELT
,,,JOSE RAMIREZ,0.48,,0.72,DARIN RUF
,,,FRANMIL REYES,0.77,,0.61,JOC PEDERSON
,,,YU-CHENG CHANG,0.46,,0.64,BRANDON CRAWFORD
,,,BOBBY BRADLEY,0.68,,0.46,WILMER FLORES
,,,STEVEN KWAN,0.44,,0.46,THAIRO ESTRADA
,,,AUSTIN HEDGES,0.31,,0.44,STEVEN DUGGAR
,,,ANDRES GIMENEZ,0.41,,0.29,JOEY BART



,,,TEX,4.88,,5.32,LAA
,,,,,xR Against
,,,KOLBY ALLARD,5.55,,4.35,REID DETMERS
,,,,TEX BULLPEN + DEFENSE,,LAA BULLPEN + DEFENSE
,,,TEX LINEUP,,xR Added,,LAA LINEUP
,,,MARCUS SEMIEN,0.63,,0.94,SHOHEI OHTANI
,,,COREY SEAGER,0.8,,0.92,MIKE TROUT
,,,MITCH GARVER,0.8,,0.56,ANTHONY RENDON
,,,ADOLIS GARCIA,0.47,,0.42,JACK MAYFIELD
,,,NATE LOWE,0.46,,0.56,MAX STASSI
,,,BRAD MILLER,0.62,,0.38,MATT DUFFY
,,,KOLE CALHOUN,0.5,,0.49,JO ADELL
,,,WILLIE CALHOUN,0.37,,0.52,BRANDON MARSH
,,,ANDY IBANEZ,0.41,,0.51,ANDREW VELAZQUEZ



,,,MIL,4.91,,4.21,STL
,,,,,xR Against
,,,FREDDY PERALTA,3.63,,4.46,MILES MIKOLAS
,,,,MIL BULLPEN + DEFENSE,,STL BULLPEN + DEFENSE
,,,MIL LINEUP,,xR Added,,STL LINEUP
,,,KOLTEN WONG,0.44,,0.52,DYLAN CARLSON
,,,WILLY ADAMES,0.64,,0.83,PAUL GOLDSCHMIDT
,,,CHRISTIAN YELICH,0.59,,0.83,TYLER O'NEILL
,,,ANDREW MCCUTCHEN,0.56,,0.52,NOLAN ARENADO
,,,ROWDY TELLEZ,0.67,,0.56,ALBERT PUJOLS
,,,HUNTER RENFROE,0.73,,0.55,PAUL DEJONG
,,,OMAR NARVAEZ,0.44,,0.4,YADIER MOLINA
,,,LORENZO CAIN,0.37,,0.45,HARRISON BADER
,,,JACE PETERSON,0.37,,0.37,TOMMY EDMAN



,,,KCR,5.03,,4.53,DET
,,,,,xR Against
,,,BRAD KELLER,4.77,,5.55,TARIK SKUBAL
,,,,KCR BULLPEN + DEFENSE,,DET BULLPEN + DEFENSE
,,,KCR LINEUP,,xR Added,,DET LINEUP
,,,WHIT MERRIFIELD,0.42,,0.51,ROBBIE GROSSMAN
,,,NICKY LOPEZ,0.28,,0.62,AUSTIN MEADOWS
,,,SALVADOR PEREZ,0.88,,0.48,JAVIER BAEZ
,,,CARLOS SANTANA,0.53,,0.59,JEIMER CANDELARIO
,,,HUNTER DOZIER,0.52,,0.53,MIGUEL CABRERA
,,,ANDREW BENINTENDI,0.57,,0.48,JONATHAN SCHOOP
,,,ADALBERTO MONDESI,0.53,,0.49,AKIL BADDOO
,,,BOBBY WITT,0.42,,0.42,SPENCER TORKELSON
,,,MICHAEL A. TAYLOR,0.42,,0.31,TUCKER BARNHART



,,,COL,4.69,,4.6,CHC
,,,,,xR Against
,,,GERMAN MARQUEZ,5.28,,4.31,MARCUS STROMAN
,,,,COL BULLPEN + DEFENSE,,CHC BULLPEN + DEFENSE
,,,COL LINEUP,,xR Added,,CHC LINEUP
,,,CHARLIE BLACKMON,0.58,,0.47,RAFAEL ORTEGA
,,,KRIS BRYANT,0.65,,0.3,NICK MADRIGAL
,,,BRENDAN RODGERS,0.49,,0.62,WILLSON CONTRERAS
,,,C.J. CRON,0.7,,0.59,IAN HAPP
,,,RYAN MCMAHON,0.5,,0.57,FRANK SCHWINDEL
,,,CONNOR JOE,0.61,,0.45,SEIYA SUZUKI
,,,RANDAL GRICHUK,0.52,,0.39,JASON HEYWARD
,,,ELIAS DIAZ,0.42,,0.6,PATRICK WISDOM
,,,JOSE IGLESIAS,0.41,,0.27,NICO HOERNER



,,,SDP,4.9,,5.17,ATL
,,,,,xR Against
,,,MACKENZIE GORE,5.22,,4.87,KYLE WRIGHT
,,,,SDP BULLPEN + DEFENSE,,ATL BULLPEN + DEFENSE
,,,SDP LINEUP,,xR Added,,ATL LINEUP
,,,TRENT GRISHAM,0.47,,0.64,OZZIE ALBIES
,,,MANNY MACHADO,0.82,,0.8,MATT OLSON
,,,JAKE CRONENWORTH,0.58,,0.73,AUSTIN RILEY
,,,LUKE VOIT,0.74,,0.68,MARCELL OZUNA
,,,ERIC HOSMER,0.48,,0.75,ADAM DUVALL
,,,JURICKSON PROFAR,0.36,,0.49,EDDIE ROSARIO
,,,WIL MYERS,0.48,,0.5,TRAVIS D'ARNAUD
,,,CJ ABRAMS,0.42,,0.58,DANSBY SWANSON
,,,JORGE ALFARO,0.45,,0.33,ORLANDO ARCIA



,,,SEA,4.87,,5.97,HOU
,,,,,xR Against
,,,MARCO GONZALES,7.63,,5.52,JAKE ODORIZZI
,,,,SEA BULLPEN + DEFENSE,,HOU BULLPEN + DEFENSE
,,,SEA LINEUP,,xR Added,,HOU LINEUP
,,,ADAM FRAZIER,0.33,,0.54,JOSE ALTUVE
,,,TY FRANCE,0.57,,0.56,MICHAEL BRANTLEY
,,,JESSE WINKER,0.7,,0.51,ALEX BREGMAN
,,,MITCH HANIGER,0.7,,0.85,YORDAN ALVAREZ
,,,EUGENIO SUAREZ,0.46,,0.46,ALEDMYS DIAZ
,,,JARRED KELENIC,0.53,,0.71,KYLE TUCKER
,,,JULIO RODRIGUEZ,0.44,,0.44,JEREMY PENA
,,,J.P. CRAWFORD,0.3,,0.42,JOSE SIRI
,,,CAL RALEIGH,0.34,,0.41,MARTIN MALDONADO



,,,LAD,10.32,,4.77,CIN
,,,,,xR Against
,,,TONY GONSOLIN,5.08,,20.22,VLADIMIR GUTIERREZ
,,,,LAD BULLPEN + DEFENSE,,CIN BULLPEN + DEFENSE
,,,LAD LINEUP,,xR Added,,CIN LINEUP
,,,MOOKIE BETTS,0.62,,0.62,JONATHAN INDIA
,,,FREDDIE FREEMAN,0.82,,0.67,TYLER NAQUIN
,,,TREA TURNER,0.59,,0.48,THOMAS PHAM
,,,MAX MUNCY,0.81,,0.78,JOEY VOTTO
,,,JUSTIN TURNER,0.58,,0.44,TYLER STEPHENSON
,,,EDWIN RIOS,0.45,,0.44,NICK SENZEL
,,,CODY BELLINGER,0.51,,0.47,MIKE MOUSTAKAS
,,,GAVIN LUX,0.36,,0.37,KYLE FARMER
,,,AUSTIN BARNES,0.31,,0.38,JAKE FRALEY



